,game_id,gamer_id,inDate,url,method,tableAndColumn
941,2734,7d30c6dd2e8899eb390d02dc7f2c079663376a8ecec2b30afb686e51ef5a5aec,2021-12-29T23:24:26.651Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Specificity_Json'], 'tableName': 'Specificity'}]"
942,1773,566bf9d629dc0456cb75d3cce7fdb8cf9c8050114a67cd7c2f86096b7c0f5ff2,2021-12-29T23:24:26.650Z,/data/gamer/v1.3/nickname?nickname=,GET,
943,2097,a3ea6567d541c5aada34d7781ab367dc556a21ec61550291cee1e4d41c24c93d,2021-12-29T23:24:26.650Z,/data/gameinfo/v3.1/union,POST,"[{'columns': ['Data'], 'tableName': 'MainData'}]"
944,2319,e67ba0cf7fda929c1f0dc82e6981f47104fc22e9a6e79cb349e718df0825ef9d,2021-12-29T23:24:26.649Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
945,1585,12d8ad49582a6c8b5858c3c95f62e9936fe790fff70f5fd27ab342ec50476225,2021-12-29T23:24:26.647Z,/data/gameLog/v1.2/%EA%B8%B0%ED%83%80%20%EC%95%84%EC%9D%B4%ED%85%9C%20%EC%A0%9C%EC%9E%91,POST,
946,2243,d33066ed1edb32cd9008f29f0adf7defabeb537033836d1fe55b615980777a1c,2021-12-29T23:24:26.647Z,/data/gameLog/v1.2/add_ruby,POST,
947,2364,ce5e759cd3a3907b786fba3e079ab9eb37607f10852f53d542ffc77f371761bb,2021-12-29T23:24:26.647Z,/data/gameLog/v1.1/PlayerInfo,POST,
948,72,2ff1b097a9e7257831b8160f9a05d621bf9b2e3b4afc19b0e900fb3536c3a901,2021-12-29T23:24:26.643Z,/data/gameinfo/realtime/v1,POST,
949,2319,2814af1b7e7d282d4b7a6f80c1419d7445e9a659ef5689ffe7578f87cfdd0c97,2021-12-29T23:24:26.643Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['dailyEnemyKillCount'], 'tableName': 'UserInfo'}]"
950,2097,4a0ec5efe36b36cd206e456983c07311e5c893ddb813fa008bed8c8212a05e8e,2021-12-29T23:24:26.640Z,/data/rank/union/v1.1/8a27e610-50eb-11ec-8201-c1594a4e1456,POST,
951,2319,30ac6591f9f8f06437944c0b334a9e10fb9ed09831e15983f9ea00c43de8ec5a,2021-12-29T23:24:26.639Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
952,380,227457fa06af360f3b1f6d04385f95f32fec11d9fba6118bc7cf523a8c8e7879,2021-12-29T23:24:26.638Z,/data/gameLog/v1.2/AdSuccess,POST,
953,1916,d53c5af7beeb93f84d08d7dae2b5887c4354e28121df6d30b7016d35e1f0ce89,2021-12-29T23:24:26.637Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['gold', 'killCount', 'playMinutes', 'totalKillCount'], 'tableName': 'player'}]"
954,1916,1c72c30d4d8a93f8c980aed39dc01473233ff5dea6563256fa7464ee0e80e961,2021-12-29T23:24:26.634Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['getNextFreeRelicTime'], 'tableName': 'player'}]"
955,1585,ca4ffc4a5957c39c661686dbc7cc3ba4db4c04a2131bb91b8c35b1c9b1ec0117,2021-12-29T23:24:26.634Z,/data/rank/union/v1/73922650-de2b-11eb-9e66-25cb0ae9020d?limit=10&offset=0,GET,
956,2319,aacde53ac022af2209e10581335704d5bf0ed4472109c55f904d2e6460ee34da,2021-12-29T23:24:26.630Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
957,2205,94e2ed63e3c686af39abd7b393555d5674cff9f25d0267ac95353576411ff6a9,2021-12-29T23:24:26.626Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['PassQuest'], 'tableName': 'passInfo'}]"
958,2319,ee48f813ef67b30eb4c96cb9e4ac4f4913841420eea1aaa4f273b9d53f206382,2021-12-29T23:24:26.624Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
959,1585,f54d317ffbe2bcba91586848cebda424573784574b68c75116b9bdc8ab0b731c,2021-12-29T23:24:26.624Z,/data/rank/union/v1.1/27c111c0-df0f-11eb-bc74-95875190be29,POST,
960,1999,065d35ea3267ed7b2b256047c95ab51f3e92aa12f3ad0c5d4102e697495fc170,2021-12-29T23:24:26.623Z,/data/chart/v2.1/34578,GET,
961,2319,b6deca315a10c5d6c983167254b33b18f53f5c0ee0601f7a2ac470220afcf3aa,2021-12-29T23:24:26.620Z,/data/rank/union/v1.1/ea8c9430-38cf-11ec-955f-fb3c68e97f2a,POST,
962,1999,f811d17097aceb21153ebc1401529aee46349b5317a06960257bcc2e973be622,2021-12-29T23:24:26.618Z,/data/isAliveToken,GET,
963,2243,d33066ed1edb32cd9008f29f0adf7defabeb537033836d1fe55b615980777a1c,2021-12-29T23:24:26.616Z,/data/gameinfo/v3.3/union,PUT,
964,2319,533cc896a1b0898da1a6589512c65489b7c396cc9bb6fe48eeea4bc50ae6658f,2021-12-29T23:24:26.610Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
965,2734,7d30c6dd2e8899eb390d02dc7f2c079663376a8ecec2b30afb686e51ef5a5aec,2021-12-29T23:24:26.605Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Armor', 'critical_Damage', 'critical_Rate', 'damage', 'Hp'], 'tableName': 'PlayerStat'}]"
966,1908,cd63d28961cd1add32e77e7ebc21eb9f7d0269fc4fb38290c9e6b83dcadd5649,2021-12-29T23:24:26.604Z,/data/rank/union/v1.1/807322b0-cda1-11eb-afd6-dbb065845072,POST,
967,2734,7d30c6dd2e8899eb390d02dc7f2c079663376a8ecec2b30afb686e51ef5a5aec,2021-12-29T23:24:26.604Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['coverStone', 'Current_Swordsmanship', 'Exp', 'gold', 'Passive', 'spinel', 'swordsmanship_Level'], 'tableName': 'PlayerInfo'}]"
968,1905,7e0b8e39cbd6f42841fd53aece206aa7dcb1d80900dc32b84f3240087c69fc09,2021-12-29T23:24:26.604Z,/data/gameLog/v1.2/GameLog_Map,POST,
969,380,c8e6437edcea065ea81e0fc8a76e0200f08d196f166611c9645cfb6168101ea5,2021-12-29T23:24:26.603Z,/data/chat/v2/channel/%EA%B8%B8%EB%93%9C,GET,
970,2319,337c5dbd9fd219782bbe75ceaf95adb2075874814c410b91f291934fa9da8e68,2021-12-29T23:24:26.599Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['exp1_new_new_new', 'exp2_new_new_new', 'gold1_new_new_new', 'gold2_new_new_new', 'yomul0_buff', 'yomul1_buff', 'yomul2_buff', 'yomul3_buff', 'yomul4_buff', 'yomul5_buff', 'yomul6_buff', 'yomul7_buff'], 'tableName': 'BuffTable'}]"
971,1585,ed819cb722ae48cac8ed5873c826de14f9a09a75c0b70c6c1055288b247dc91e,2021-12-29T23:24:26.599Z,/data/isAliveToken,GET,
972,1572,aaa7ae2ee794973872da7de64eba2f64cc585623ee43428f37ba6e580b80cfd5,2021-12-29T23:24:26.599Z,/data/gameinfo/v3.3/union,PUT,
973,2319,786c851c5192ce4754051be608d6c7341e4b3775235bb90cc118f0884ebc3467,2021-12-29T23:24:26.598Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
974,2205,94e2ed63e3c686af39abd7b393555d5674cff9f25d0267ac95353576411ff6a9,2021-12-29T23:24:26.597Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['PassQuest'], 'tableName': 'passInfo'}]"
975,1916,bc87051d2d654682c1426139ad2f7a47e723b436c791b7644e1aa12ba9d4cfb4,2021-12-29T23:24:26.596Z,/data/rank/union/v1/7d431970-0f81-11ec-b02f-81995e7c75d5,POST,
976,380,78f2b2294d94dd9f031fd59d32c49f704bdc329dee68d992d4136c00c5d26dea,2021-12-29T23:24:26.595Z,/data/gameLog/v1.2/AppPauseLog,POST,
977,2326,32e7cd5fd4781354b5c42037696bd8504a676d2e5d79c8d25d940d84da94c1d0,2021-12-29T23:24:26.595Z,/data/gameinfo/v3.3/union,PUT,
978,1999,cc02844767c4097957f3669c2f21aaa449ae2957fe55097de3bf4dab94ce218c,2021-12-29T23:24:26.593Z,/data/post/v3?limitForAdminPost=10&limitForUserPost=10,GET,
979,2319,69212e97ae1eef7d18fc90b6581163322b852aad51ec2cf0590a50d1a5ca2691,2021-12-29T23:24:26.592Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
980,1572,aaa7ae2ee794973872da7de64eba2f64cc585623ee43428f37ba6e580b80cfd5,2021-12-29T23:24:26.591Z,/data/gameinfo/v3.3/union,PUT,
981,2273,ed41f8c7d250b8571b2ddc5da9ab3fcc561fa8d6f3702cc9d299876529947025,2021-12-29T23:24:26.590Z,"/data/gameinfo/v3.2/union/Info?where=%7B%22owner_inDate%22:%7B%22operator%22:%22EQ%22,%22value%22:%222021-12-26T23:49:48.069Z%22%7D%7D&limit=1&order=DESC",GET,
982,2243,d33066ed1edb32cd9008f29f0adf7defabeb537033836d1fe55b615980777a1c,2021-12-29T23:24:26.588Z,/data/gameLog/v1.2/open_box_items,POST,
983,1572,aaa7ae2ee794973872da7de64eba2f64cc585623ee43428f37ba6e580b80cfd5,2021-12-29T23:24:26.584Z,/data/gameinfo/v3.3/union,PUT,
984,2319,67502ad88ac48d29d4ca09ea8b56a8d5d015f1b55a21857b0a2a5b4e9de66231,2021-12-29T23:24:26.581Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
985,2097,84a9ac64d6536483d2de5e2c430883b30db2e28ddb724841c673c6227256c5ae,2021-12-29T23:24:26.581Z,/data/rank/union/v1.1/42d3f0e0-3612-11ec-8a8c-53246299c7e2,POST,
986,1529,9695d280db5a25cd54e72c8ea9a6593c7e4ecc6cefa7de6e0bd969265d78a430,2021-12-29T23:24:26.578Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['cristal', 'diamond', 'money', 'relationshipPoint', 'stageNumber'], 'tableName': 'playerInfo'}]"
987,2205,94e2ed63e3c686af39abd7b393555d5674cff9f25d0267ac95353576411ff6a9,2021-12-29T23:24:26.574Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['PassQuest'], 'tableName': 'passInfo'}]"
988,1572,aaa7ae2ee794973872da7de64eba2f64cc585623ee43428f37ba6e580b80cfd5,2021-12-29T23:24:26.574Z,/data/gameinfo/v3.3/union,PUT,
989,2734,69a5f06a3a2d6c7282795653e41c41a6d22980fccbc56134e705038cb88dcb16,2021-12-29T23:24:26.572Z,/data/gameinfo/v3.1/union/Relics/mine?where=%7B%7D&limit=1,GET,
990,2319,edadf79e6e84a1b7e31823de89470e7dd36c3fbfb8b4da0516a3aa7aca6ae8c6,2021-12-29T23:24:26.570Z,/data/rank/union/v1.1/ea8c9430-38cf-11ec-955f-fb3c68e97f2a,POST,
991,2205,94e2ed63e3c686af39abd7b393555d5674cff9f25d0267ac95353576411ff6a9,2021-12-29T23:24:26.569Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['PassQuest'], 'tableName': 'passInfo'}]"
992,2205,94e2ed63e3c686af39abd7b393555d5674cff9f25d0267ac95353576411ff6a9,2021-12-29T23:24:26.567Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['PassQuest'], 'tableName': 'passInfo'}]"
993,380,ecc1ac305cd80389266fa950c2ecac488a4e5050382e224e23e12c3d89c4f4d2,2021-12-29T23:24:26.560Z,/data/gamer/v2.2,GET,
994,1916,aefacef401b024b5c8e49728da7507d8ab546ea1477ab4d58f93c9c7183f8c4d,2021-12-29T23:24:26.560Z,/data/rank/union/v1/7d431970-0f81-11ec-b02f-81995e7c75d5,POST,
995,1913,571676d7c51c80c03d5fd001ee8f26c59d92ba6b01421658baa721149c5bdd7b,2021-12-29T23:24:26.557Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'DailyChip'}]"
996,1585,ca4ffc4a5957c39c661686dbc7cc3ba4db4c04a2131bb91b8c35b1c9b1ec0117,2021-12-29T23:24:26.554Z,/data/rank/union/v1/73922650-de2b-11eb-9e66-25cb0ae9020d/gamer?gap=0,GET,
997,1585,f54d317ffbe2bcba91586848cebda424573784574b68c75116b9bdc8ab0b731c,2021-12-29T23:24:26.551Z,/data/rank/union/v1.1/1b90f3c0-df0f-11eb-9e66-25cb0ae9020d,POST,
998,1908,9363609c7ce1fcd6d96becf4c2f258f22b0a525e3afe49256f5ed89509f08114,2021-12-29T23:24:26.551Z,/data/rank/union/v1.1/807322b0-cda1-11eb-afd6-dbb065845072,POST,
999,2319,f23e7623a4a4ab6ac9cced365c9c238da37e723dfabc12cc3f1aaf64531f97a5,2021-12-29T23:24:26.548Z,/data/rank/union/v1.1/c1d70840-de7f-11eb-bc74-95875190be29,POST,
1000,1913,571676d7c51c80c03d5fd001ee8f26c59d92ba6b01421658baa721149c5bdd7b,2021-12-29T23:24:26.545Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'DailyGift'}]"
1001,1913,3bf05b103d0c63233f4de85f51c5b0c62e6b296d77167f762085e1b1ce6c5e8a,2021-12-29T23:24:26.539Z,/data/rank/union/v1.1/47021c70-2125-11ec-ada7-113996e44262,POST,
1002,1585,47649c8367d279050bfb7b9b77a23cd02780f8dbd5c0cf0b43ebb14eb845f82a,2021-12-29T23:24:26.535Z,/data/isAliveToken,GET,
1003,1916,b060368c45402c4418bb1a418cd835bdd2569e05c66ae51238a501524a3209fe,2021-12-29T23:24:26.534Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['gold', 'killCount', 'playMinutes', 'totalKillCount'], 'tableName': 'player'}]"
1004,2319,af83644e962174cbe76a717c74e8ff334717e29e44324d986aefbdc6eaf54ebc,2021-12-29T23:24:26.532Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1005,1916,ffc99fa7791a19e276455e29652c4a3b054adacdcd9c3f1a42fb828e1a6cf676,2021-12-29T23:24:26.530Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['curDungeonStageIndex', 'dailyAttendanceCount', 'dia', 'dungeonBanTime', 'energyBar', 'getFreeGemCount', 'getFreeRelicCount', 'getNextFreeGemsTime', 'getNextFreeRelicTime', 'gold', 'isTutorialDone', 'lastAttendUtcTime', 'lastClearStage', 'lastOnlineUtcTime', 'petFood', 'playMinutes', 'slotTicket', 'stageRewardReceivedList', 'totalGachaCount', 'totalKillCount', 'totalRelicMixCount', 'totalWatchAdCount', 'tutorialCount', 'tutorialIndex'], 'tableName': 'player'}]"
1006,2319,5111849b7082ad265b63e9ccb74fcb3ff5c4ec13c9d785f72d79a433d58eb020,2021-12-29T23:24:26.529Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1007,2319,786c851c5192ce4754051be608d6c7341e4b3775235bb90cc118f0884ebc3467,2021-12-29T23:24:26.526Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1008,2634,fb8ca37989e40fa7e395f2c8dfa1376f6f2d7231dcd79ba5f1973f75f6068833,2021-12-29T23:24:26.524Z,/data/gameinfo/v3.3/union,PUT,
1009,2734,29046305679933b953ba9b855bfa9bc8ed8ff130bea9b4cd1cbe1b5900972f9b,2021-12-29T23:24:26.521Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['coverStone', 'Current_Swordsmanship', 'Exp', 'gold', 'Passive', 'spinel', 'swordsmanship_Level'], 'tableName': 'PlayerInfo'}]"
1010,1999,065d35ea3267ed7b2b256047c95ab51f3e92aa12f3ad0c5d4102e697495fc170,2021-12-29T23:24:26.520Z,/data/chart/v2,GET,
1011,2319,1ca88032ac94b819d83e4f275ef373ae314f5f9563cd054852fe92b9bb7c2cb3,2021-12-29T23:24:26.518Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1012,1585,81bce410acb4a18e323c70207ff86a1068859da5871a1abe07392d202f8bde09,2021-12-29T23:24:26.515Z,"/data/gameinfo/v3.2/union/Character?where=%7B%22owner_inDate%22:%7B%22operator%22:%22EQ%22,%22value%22:%222021-12-26T14:50:57.043Z%22%7D%7D&limit=10&order=DESC",GET,
1013,1572,fd31a8023a7cbdd17b386b65f0ab9316fbdbd2c9dabe4bd392fbf59f1117076a,2021-12-29T23:24:26.514Z,/data/probability/v1.2/1/3082,GET,
1014,1916,6cfb9461d15e16c371e4891f10dc27a1dcd352649f30d1cb4a17d38b4c1bfe9f,2021-12-29T23:24:26.513Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['gold', 'killCount', 'playMinutes', 'totalKillCount'], 'tableName': 'player'}]"
1015,2319,2814af1b7e7d282d4b7a6f80c1419d7445e9a659ef5689ffe7578f87cfdd0c97,2021-12-29T23:24:26.502Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['BonusSpin', 'CockStone', 'Dokebi', 'DragonStone', 'Event_Item_1', 'Gold', 'GrowthStone', 'GuildReward', 'HorseStone', 'Jade', 'Marble', 'MiniGameReward', 'MonkeyStone', 'PeachReal', 'PetUpgradeSoul', 'Potion_0', 'Potion_1', 'Potion_2', 'RabitStone', 'Relic', 'RelicTicket', 'SheepStone', 'SkillPartion', 'SnakeStone', 'Songpyeon', 'StageRelic', 'Ticket', 'TigerStone', 'WeaponUpgradeStone', 'YomulExchangeStone'], 'tableName': 'Goods'}]"
1016,953,835ccb6cbb89954c38abe5846fa30a686a82931a98a0986f6f52a232799000d0,2021-12-29T23:24:26.501Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['best_stage', 'gold', 'monster_count', 'total_stage', 'user_experience', 'user_level', 'user_skill_point', 'user_stage'], 'tableName': 'user_info'}]"
1017,1572,aaa7ae2ee794973872da7de64eba2f64cc585623ee43428f37ba6e580b80cfd5,2021-12-29T23:24:26.499Z,/data/gameinfo/v3.3/union,PUT,
1018,2319,b6deca315a10c5d6c983167254b33b18f53f5c0ee0601f7a2ac470220afcf3aa,2021-12-29T23:24:26.493Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1019,1585,8c71b79a23862204d6ed2bccb6dfa8faa81129d927f76794105dcb8e498ac40a,2021-12-29T23:24:26.490Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1020,953,835ccb6cbb89954c38abe5846fa30a686a82931a98a0986f6f52a232799000d0,2021-12-29T23:24:26.489Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['best_stage', 'gold', 'monster_count', 'total_stage', 'user_experience', 'user_level', 'user_skill_point', 'user_stage'], 'tableName': 'user_info'}]"
1021,1585,d550aabafb0250757a161c228bcc303d1689ccfb7904a8feeef8b029a535cc61,2021-12-29T23:24:26.485Z,/data/isAliveToken,GET,
1022,1916,9fca9509d180bcc21de8b48a8086a5973121f8f7a9982bedbf1a02e3500fab81,2021-12-29T23:24:26.480Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1023,1585,53011bea43f11a9dc5b868c37f4d41f97f455391940e3cf1f798d0b11a1045db,2021-12-29T23:24:26.479Z,/data/rank/union/v1.1/27c111c0-df0f-11eb-bc74-95875190be29,POST,
1024,2319,5dceb4cc21a0cbc2c83d0373442c2b8aa44dc3203739dd59e55362e0eaceb2bc,2021-12-29T23:24:26.477Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1025,2319,3ffc773a7a1ad86ffa06595e9ca8c34c7828eb0b188fa5997e97193fb61491b4,2021-12-29T23:24:26.473Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1026,2319,93032ed4e2830df63f413844a3a698b8b3530261a6c029164c34ef28ef41ba84,2021-12-29T23:24:26.473Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
1027,2734,69a5f06a3a2d6c7282795653e41c41a6d22980fccbc56134e705038cb88dcb16,2021-12-29T23:24:26.472Z,/data/gameinfo/v3.1/union/Contents/mine?where=%7B%7D&limit=1,GET,
1028,2319,af83644e962174cbe76a717c74e8ff334717e29e44324d986aefbdc6eaf54ebc,2021-12-29T23:24:26.465Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['exp1_new_new_new', 'exp2_new_new_new', 'gold1_new_new_new', 'gold2_new_new_new', 'yomul0_buff', 'yomul1_buff', 'yomul2_buff', 'yomul3_buff', 'yomul4_buff', 'yomul5_buff', 'yomul6_buff', 'yomul7_buff'], 'tableName': 'BuffTable'}]"
1029,2097,84a9ac64d6536483d2de5e2c430883b30db2e28ddb724841c673c6227256c5ae,2021-12-29T23:24:26.462Z,/data/gameinfo/v3.1/union,POST,"[{'columns': ['StageFloor'], 'tableName': 'NormalStageData'}]"
1030,1916,04ce0e0a0c16800035f6f2ff45c16b7d70e298c9b460b9e298817ba4ca987d6f,2021-12-29T23:24:26.461Z,/data/rank/union/v1/7d431970-0f81-11ec-b02f-81995e7c75d5,POST,
1031,2319,176b1a078c2f99b60b4e64fd93f7ade5e94e42eaa6225850a5b217f6e81e64d2,2021-12-29T23:24:26.458Z,/data/rank/union/v1/e1dced80-5954-11ec-b084-d1a61d5ec8e2/gamer?gap=0,GET,
1032,1585,2988b43e11ffa9f6223bee0925e879b4bfcaead9a26223a2fdc64246cbc5a42e,2021-12-29T23:24:26.457Z,/data/chat/v2/channel/%EC%9B%94%EB%93%9C%EC%B1%84%EB%84%90,GET,
1033,2319,3eb126b47b47ef0e46d00d8556621545e461bbfce8fbbaef97f7db171a99f5d5,2021-12-29T23:24:26.456Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission0'], 'tableName': 'DailyMission'}]"
1034,2319,edadf79e6e84a1b7e31823de89470e7dd36c3fbfb8b4da0516a3aa7aca6ae8c6,2021-12-29T23:24:26.454Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1035,1966,d0d750d57930c05a891fd4358bf5a53788fa31c77c69834c86d87501d7958c73,2021-12-29T23:24:26.453Z,/data/isAliveToken,GET,
1036,1916,79f60b02d04588fdd77501056eff254a3a1e20b30d66a2f08837bbe43ed1d349,2021-12-29T23:24:26.450Z,/data/gameinfo/v3.1/union/event/mine?where=%7B%7D&limit=1,GET,
1037,1908,5cacfccdfcf7b90e7e03f2fce5225c38e76afe06b124aeda7819fc43cc370e4d,2021-12-29T23:24:26.447Z,/data/rank/union/v1.1/807322b0-cda1-11eb-afd6-dbb065845072,POST,
1038,2273,83dd8adcd2e04ced2f6f0b8f4448eba3925241b85f5c86c21ec895743c8b1b7f,2021-12-29T23:24:26.446Z,/data/chat/v1/filterVersion,GET,
1039,1572,c634b8366d67be856178dab34e2803fe6fe608c6f07063306d9a6a99b971f280,2021-12-29T23:24:26.436Z,/data/gameinfo/v3.3/union,PUT,
1040,2319,176b1a078c2f99b60b4e64fd93f7ade5e94e42eaa6225850a5b217f6e81e64d2,2021-12-29T23:24:26.429Z,/data/rank/union/v1/68d8acb0-de81-11eb-9e66-25cb0ae9020d/gamer?gap=0,GET,
1041,1913,1e2ae4918532460360a5384c9feb00572184f637e06fa567be4acc7eca569530,2021-12-29T23:24:26.429Z,/data/rank/union/v1.3/47021c70-2125-11ec-ada7-113996e44262/gamer?gap=0,GET,
1042,1585,707da86a550545423de51e7b257ba1c0e40fb109ccc4a6bee4b57fb6cdbf78df,2021-12-29T23:24:26.427Z,/data/gameLog/v1.2/%ED%8C%8C%EB%B0%8D%20%ED%95%84%EB%93%9C%20%EC%9E%85%EC%9E%A5,POST,
1043,2097,bfb63746079c356d4f57386610f5202c8775cebbe83f4a156fb7a829cdeedc28,2021-12-29T23:24:26.423Z,/data/rank/union/v1.1/42d3f0e0-3612-11ec-8a8c-53246299c7e2,POST,
1044,1585,8a5b068f4e78099fec98da674883712e9f472b9a5235c2f0fa70f48ae74f37eb,2021-12-29T23:24:26.423Z,/data/gameLog/v1.2/%EA%B8%B0%ED%83%80%20%EC%95%84%EC%9D%B4%ED%85%9C%20%EC%A0%9C%EC%9E%91,POST,
1045,380,ecc1ac305cd80389266fa950c2ecac488a4e5050382e224e23e12c3d89c4f4d2,2021-12-29T23:24:26.422Z,/data/gameinfo/v3.1/union/andpvpm22/mine?where=%7B%7D&limit=10,GET,
1046,2319,176b1a078c2f99b60b4e64fd93f7ade5e94e42eaa6225850a5b217f6e81e64d2,2021-12-29T23:24:26.420Z,/data/rank/union/v1/c8c57ba0-5b66-11ec-b084-d1a61d5ec8e2/gamer?gap=0,GET,
1047,1585,fa446650af3ee81d4fbecec82386649e7555cbbe770e251613d3611133e35ce6,2021-12-29T23:24:26.418Z,/data/isAliveToken,GET,
1048,2319,4bc426724b5bdfc7982985904b9a8d2b3db5284f8c7e5fd06b802214f6c4afe9,2021-12-29T23:24:26.415Z,/data/rank/union/v1.1/c1d70840-de7f-11eb-bc74-95875190be29,POST,
1049,2319,af83644e962174cbe76a717c74e8ff334717e29e44324d986aefbdc6eaf54ebc,2021-12-29T23:24:26.409Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Exp'], 'tableName': 'Growth'}]"
1050,72,3c1eced78f14ba284da2eef10425f9b5b0f35f55ed96e82a579be9e182cdb901,2021-12-29T23:24:26.406Z,/data/gameinfo/realtime/v1,POST,
1051,380,c8e6437edcea065ea81e0fc8a76e0200f08d196f166611c9645cfb6168101ea5,2021-12-29T23:24:26.404Z,/data/post/v3?limitForAdminPost=10&limitForUserPost=10,GET,
1052,2319,2814af1b7e7d282d4b7a6f80c1419d7445e9a659ef5689ffe7578f87cfdd0c97,2021-12-29T23:24:26.403Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['LastMap'], 'tableName': 'UserInfo'}]"
1053,2319,3bb0bc5dc91d78165da295d1c6405daf1d2892b7fa7a013c92a0afca53c99496,2021-12-29T23:24:26.397Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1054,1913,e2acb9e541b2ed8f77994675fae01540aba74f4fe22d96624eb8303e77ebab04,2021-12-29T23:24:26.396Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['data'], 'tableName': 'Mission'}]"
1055,2319,fd34294aa0c988c9d51fecdc000bdf6681f879438b37400e1685c3d5679502ed,2021-12-29T23:24:26.395Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['killCountTotal3'], 'tableName': 'UserInfo'}]"
1056,1585,53011bea43f11a9dc5b868c37f4d41f97f455391940e3cf1f798d0b11a1045db,2021-12-29T23:24:26.394Z,/data/rank/union/v1.1/1b90f3c0-df0f-11eb-9e66-25cb0ae9020d,POST,
1057,2319,1a42bcdd5102c88d56b3a732f1711e18ce22f9d9dd0b220eeee02f4f32600c75,2021-12-29T23:24:26.392Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1058,2195,4662cfd2e22f090dac07a4c12e5518a9dbe782029ea4d475753fad192212008c,2021-12-29T23:24:26.387Z,/data/gameinfo/v3.3/union/AbilityData/mine?where=%7B%7D&limit=100,GET,
1059,2319,de4054a55b4d728d158e855a335b0131085e02e9a3f045a3083176ad07988444,2021-12-29T23:24:26.380Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
1060,1572,18d4d92b7fb5d20ea002824b3d6c661826f688d94e954d6b1ed75d1e0220aca5,2021-12-29T23:24:26.379Z,/data/gameinfo/v3.3/union,PUT,
1061,2319,fb90ebe8382c6283cbd4b88e16166e21072b36f00184228a2c3d81ac7c9f1633,2021-12-29T23:24:26.372Z,/data/gameinfo/v3.1/union,PUT,"[{'columns': ['Mission1'], 'tableName': 'DailyMission'}]"
1062,2319,786c851c5192ce4754051be608d6c7341e4b3775235bb90cc118f0884ebc3467,2021-12-29T23:24:26.372Z,/data/gameinfo/v3.1/union/transactionWrite,POST,
